t_H,dBz
7.719550048932433128e-04,-1.208708226840826683e-06
7.796632125973701477e-04,-1.187914222100516781e-06
7.874097791500389576e-04,-1.167131699730816763e-06
7.951947627589106560e-04,-1.146109525507199578e-06
8.030181052163243294e-04,-1.125247308664256707e-06
8.108798647299408913e-04,-1.105047658711555414e-06
8.187799830920994282e-04,-1.085689746105344966e-06
8.267185185104608536e-04,-1.066850700226495974e-06
8.346954709850251675e-04,-1.048111016643815674e-06
8.427107823081314564e-04,-1.029299141919182148e-06
8.507645106874406338e-04,-1.010679739010811318e-06
8.588565979152917862e-04,-9.925989843395655043e-07
8.669871021993458271e-04,-9.751561265147756785e-07
8.751560235396027565e-04,-9.580319328961195424e-07
8.833633037284016609e-04,-9.409247923031216487e-07
8.916090009734034538e-04,-9.238718803317169659e-07
8.998930570669472218e-04,-9.072193165593489539e-07
9.082155302166938782e-04,-8.911756026463990565e-07
9.165764204226434231e-04,-8.755902740631427150e-07
9.249756694771349430e-04,-8.601128911323030479e-07
9.334133355878293514e-04,-8.446490937785711139e-07
9.418894187547266483e-04,-8.294126132568635512e-07
9.504038607701659203e-04,-8.145975129991711583e-07
9.589567198418080807e-04,-8.001022706594085321e-07
9.675479959696531296e-04,-7.857976243030861951e-07
9.761776309460401535e-04,-7.717356425018806476e-07
9.848456829786300659e-04,-7.580490546388318762e-07
9.935521520674228668e-04,-7.446463428095739800e-07
1.002297038212418556e-03,-7.313295213862147648e-07
1.011080341413617134e-03,-7.181477599260688294e-07
1.019901945255696774e-03,-7.053656645439332351e-07
1.028761966153979301e-03,-6.929975597813609056e-07
1.037660404108464718e-03,-6.807449608459137380e-07
1.046597259119153023e-03,-6.684318805127986707e-07
1.055572531186044216e-03,-6.562645467056427151e-07
1.064586220309138298e-03,-6.445392841669672634e-07
1.073638326488435268e-03,-6.332370503514539450e-07
1.082728733308613300e-03,-6.221436024134163745e-07
1.091857557184994221e-03,-6.111419565968390089e-07
1.101024798117578030e-03,-6.002510417602024972e-07
1.110230456106364727e-03,-5.894680157325637992e-07
1.119474531151354313e-03,-5.788099315395811573e-07
1.128757023252546787e-03,-5.684249799742246978e-07
